id,contrato_id,tipo_insumo_id,contrato_pedido_id,proveedor_id,lote,insumo_medico_clave,precio,usuario_id,created_at,updated_at,deleted_at
24,1,4,NULL,1,24,010.000.5099.00,1432.54,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
25,1,5,NULL,1,25,010.000.0831.00,30.86,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
26,1,4,NULL,1,26,010.000.1345.00,2.78,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
27,1,4,NULL,1,27,010.000.1347.00,108.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
28,1,4,NULL,1,28,010.000.1344.00,2.16,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
29,1,5,NULL,1,29,010.000.2172.00,47.99,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
30,1,4,NULL,1,30,010.000.0871.00,18.58,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
31,1,5,NULL,1,31,010.000.3663.00,246.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
32,1,5,NULL,1,32,010.000.2503.00,223.89,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
33,1,5,NULL,1,33,010.000.2503.01,559.73,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
34,1,4,NULL,1,34,010.000.3451.00,8.29,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
35,1,6,NULL,1,35,040.000.2500.00,38.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
36,1,6,NULL,1,36,040.000.2499.00,79.36,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
37,1,4,NULL,1,37,010.000.1224.00,9.17,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
38,1,4,NULL,1,38,010.000.1223.00,19.78,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
39,1,4,NULL,1,39,010.000.2462.00,3.07,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
40,1,4,NULL,1,40,010.000.2463.00,4.22,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
41,1,4,NULL,1,41,010.000.2012.00,192.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
42,1,4,NULL,1,42,010.000.1957.00,2.84,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
43,1,4,NULL,1,43,010.000.1957.01,5.68,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
44,1,4,NULL,1,44,010.000.1956.00,3.82,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
45,1,4,NULL,1,45,010.000.1956.01,7.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
46,1,4,NULL,1,46,010.000.0426.00,19.46,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
47,1,4,NULL,1,47,010.000.4107.00,198.43,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
48,1,4,NULL,1,48,010.000.4110.00,20.30,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
49,1,6,NULL,1,49,040.000.3305.00,29.49,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
50,1,4,NULL,1,50,010.000.2111.01,8.71,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
51,1,4,NULL,1,51,010.000.2128.00,9.13,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
52,1,4,NULL,1,52,010.000.2128.01,11.41,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
53,1,4,NULL,1,53,010.000.2127.00,10.85,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
54,1,4,NULL,1,54,010.000.2129.00,10.74,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
55,1,4,NULL,1,55,010.000.2230.00,22.22,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
56,1,4,NULL,1,56,010.000.2230.01,29.63,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
57,1,5,NULL,1,57,010.000.2130.00,113.91,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
58,1,4,NULL,1,58,010.000.1931.00,3.77,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
59,1,4,NULL,1,59,010.000.1930.00,6.03,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
60,1,4,NULL,1,60,010.000.1929.00,12.78,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
61,1,4,NULL,1,61,010.000.4490.00,808.83,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
62,1,5,NULL,1,62,010.000.4491.00,654.50,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
63,1,5,NULL,1,63,010.000.4492.00,944.51,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
64,1,4,NULL,1,64,010.000.3307.00,274.86,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
65,1,4,NULL,1,65,010.000.3308.00,271.80,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
66,1,5,NULL,1,66,010.000.3309.00,305.40,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
67,1,4,NULL,1,67,010.000.5106.00,10.44,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
68,1,4,NULL,1,68,010.000.0204.00,104.61,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
69,1,4,NULL,1,69,010.000.2872.00,129.06,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
70,1,5,NULL,1,70,010.000.2873.00,35.78,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
71,1,4,NULL,1,71,010.000.3461.00,262.02,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
72,1,4,NULL,1,72,010.000.1969.01,27.48,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
73,1,4,NULL,1,73,010.000.0801.01,33.30,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
74,1,4,NULL,1,74,010.000.0801.00,16.65,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
75,1,4,NULL,1,75,010.000.0477.00,40.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
76,1,5,NULL,1,76,010.000.2508.00,193.50,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
77,1,4,NULL,1,77,010.000.0861.00,15.99,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
78,1,4,NULL,1,78,010.000.1938.00,6.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
79,1,4,NULL,1,79,010.000.1923.00,2.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
80,1,4,NULL,1,80,010.000.1924.00,4.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
81,1,4,NULL,1,81,010.000.1921.00,6.06,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
82,1,4,NULL,1,82,010.000.1933.00,13.71,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
83,1,5,NULL,1,83,010.000.2510.00,19.73,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
84,1,4,NULL,1,84,010.000.1925.00,5.25,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
85,1,4,NULL,1,85,010.000.0822.00,20.18,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
86,1,4,NULL,1,86,010.000.0822.01,33.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
87,1,4,NULL,1,87,010.000.0822.02,40.37,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
88,1,4,NULL,1,88,010.000.2141.00,33.15,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
89,1,5,NULL,1,89,010.000.2119.00,62.39,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
90,1,4,NULL,1,90,010.000.0655.00,10.73,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
91,1,4,NULL,1,91,010.000.3619.00,205.89,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
92,1,4,NULL,1,92,010.000.3618.00,47.40,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
93,1,5,NULL,1,93,040.000.2653.00,70.46,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
94,1,4,NULL,1,94,040.000.2652.00,31.35,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
95,1,4,NULL,1,95,010.000.1263.00,20.58,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
96,1,4,NULL,1,96,010.000.4420.00,257.14,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
97,1,5,NULL,1,97,010.000.1096.00,16.26,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
98,1,4,NULL,1,98,010.000.0271.00,46.59,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
99,1,4,NULL,1,99,010.000.4055.00,129.07,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
100,1,6,NULL,1,100,040.000.2098.00,1306.41,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
101,1,6,NULL,1,101,040.000.2097.00,1589.06,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
102,1,6,NULL,1,102,040.000.4026.00,49.07,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
103,1,6,NULL,1,103,040.000.2100.00,112.26,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
104,1,6,NULL,1,104,040.000.2100.01,224.52,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
105,1,4,NULL,1,105,010.000.1206.00,17.40,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
106,1,4,NULL,1,106,010.000.1207.00,17.93,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
107,1,5,NULL,1,107,010.000.2146.00,91.57,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
108,1,4,NULL,1,108,010.000.1006.00,20.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
109,1,4,NULL,1,109,010.000.1095.00,14.13,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
110,1,4,NULL,1,110,010.000.2530.00,102.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
111,1,4,NULL,1,111,010.000.0574.00,2.73,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
112,1,4,NULL,1,112,040.000.2609.00,24.43,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
113,1,4,NULL,1,113,040.000.2608.00,9.01,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
114,1,5,NULL,1,114,040.000.2164.00,137.40,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
115,1,4,NULL,1,115,010.000.1541.00,360.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
116,1,4,NULL,1,116,010.000.2242.00,4250.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
117,1,4,NULL,1,117,010.000.1939.00,19.15,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
118,1,5,NULL,1,118,010.000.5256.00,15.73,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
119,1,4,NULL,1,119,010.000.5295.01,24.88,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
120,1,4,NULL,1,120,010.000.5295.00,19.13,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
121,1,4,NULL,1,121,010.000.5284.00,52.56,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
122,1,4,NULL,1,122,010.000.1935.00,13.42,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
123,1,5,NULL,1,123,010.000.1937.00,8.92,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
124,1,4,NULL,1,124,010.000.5505.00,86.89,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
125,1,4,NULL,1,125,010.000.5451.00,23.52,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
126,1,4,NULL,1,126,010.000.2247.00,17.10,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
127,1,4,NULL,1,127,010.000.2248.00,249.85,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
128,1,5,NULL,1,128,010.000.2249.00,191.07,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
129,1,4,NULL,1,129,010.000.4255.00,3.83,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
130,1,4,NULL,1,130,010.000.4259.00,8.35,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
131,1,4,NULL,1,131,010.000.4258.00,307.96,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
133,1,4,NULL,1,133,010.000.5487.00,57.16,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
134,1,5,NULL,1,134,010.000.5487.01,394.79,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
135,1,4,NULL,1,135,010.000.2132.00,17.20,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
136,1,4,NULL,1,136,010.000.2133.00,26.84,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
137,1,5,NULL,1,137,010.000.4136.00,113.08,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
138,1,4,NULL,1,138,010.000.1973.00,5.26,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
139,1,5,NULL,1,139,010.000.1976.00,232.65,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
140,1,4,NULL,1,140,010.000.0872.00,5.67,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
141,1,6,NULL,1,141,040.000.2613.00,17.74,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
142,1,6,NULL,1,142,040.000.2614.00,219.42,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
143,1,6,NULL,1,143,040.000.2612.00,10.72,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
144,1,5,NULL,1,144,010.000.2101.00,252.58,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
145,1,4,NULL,1,145,010.000.4028.00,16.71,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
146,1,4,NULL,1,146,010.000.4246.00,16.35,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
147,1,4,NULL,1,147,010.000.4246.01,32.70,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
148,1,5,NULL,1,148,010.000.1991.00,24.30,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
149,1,4,NULL,1,149,010.000.2821.00,4.20,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
150,1,5,NULL,1,150,010.000.2822.00,5.50,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
151,1,5,NULL,1,151,010.000.2175.00,29.30,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
152,1,4,NULL,1,152,010.000.0408.00,3.71,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
153,1,5,NULL,1,153,010.000.2142.00,57.94,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
154,1,4,NULL,1,154,010.000.0402.00,5.47,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
155,1,5,NULL,1,155,010.000.5079.00,163.27,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
156,1,4,NULL,1,156,010.000.2030.00,484.25,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
157,1,4,NULL,1,157,010.000.0561.00,6.80,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
158,1,4,NULL,1,158,010.000.0524.00,86.15,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
159,1,4,NULL,1,159,010.000.2899.00,15.35,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
160,1,4,NULL,1,160,010.000.3626.00,5.20,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
161,1,4,NULL,1,161,010.000.3609.00,6.74,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
162,1,4,NULL,1,162,010.000.3608.00,5.18,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
163,1,6,NULL,1,163,040.000.3259.00,977.13,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
164,1,6,NULL,1,164,040.000.3259.01,1628.55,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
165,1,4,NULL,1,165,010.000.3409.00,15.38,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
166,1,4,NULL,1,166,010.000.2714.00,5.36,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
167,1,5,NULL,1,167,010.000.0464.00,108.01,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
168,1,4,NULL,1,168,010.000.5552.01,1197.90,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
169,1,4,NULL,1,169,010.000.5552.00,598.95,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
170,1,4,NULL,1,170,010.000.5551.00,598.95,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
171,1,4,NULL,1,171,010.000.5551.01,1197.90,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
172,1,4,NULL,1,172,010.000.5935.00,885.06,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
173,1,5,NULL,1,173,010.000.4429.00,455.08,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
174,1,4,NULL,1,174,010.000.1093.00,100.56,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
175,1,5,NULL,1,175,010.000.0906.00,2880.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
176,1,4,NULL,1,176,010.000.0234.00,1633.50,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
177,1,4,NULL,1,177,010.000.3505.00,14.38,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
178,1,5,NULL,1,178,010.000.3508.00,57.61,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
179,1,5,NULL,1,179,010.000.4241.00,1.97,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
180,1,4,NULL,1,180,010.000.3432.00,15.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
181,1,5,NULL,1,181,010.000.0247.00,903.83,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
182,1,5,NULL,1,182,010.000.0641.00,249.71,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
183,1,5,NULL,1,183,010.000.4551.00,154.44,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
184,1,6,NULL,1,184,040.000.0202.00,202.99,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
185,1,6,NULL,1,185,040.000.3215.00,6.35,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
186,1,4,NULL,1,186,010.000.3417.00,5.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
187,1,4,NULL,1,187,010.000.5501.00,4.17,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
188,1,4,NULL,1,188,010.000.1926.00,17.40,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
189,1,4,NULL,1,189,010.000.1928.00,6.48,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
190,1,4,NULL,1,190,010.000.1927.00,7.58,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
191,1,4,NULL,1,191,010.000.2739.00,39.67,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
192,1,4,NULL,1,192,010.000.0405.00,3.90,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
193,1,5,NULL,1,193,010.000.0406.00,30.96,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
194,1,4,NULL,1,194,010.000.3112.00,4.80,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
195,1,4,NULL,1,195,010.000.3111.00,3.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
196,1,4,NULL,1,196,010.000.0503.00,141.95,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
197,1,4,NULL,1,197,010.000.0504.00,63.12,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
198,1,4,NULL,1,198,010.000.0502.00,9.99,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
199,1,5,NULL,1,199,010.000.2196.00,41.51,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
200,1,4,NULL,1,200,010.000.0615.00,25.64,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
201,1,4,NULL,1,201,010.000.0614.00,26.17,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
202,1,4,NULL,1,202,010.000.1940.00,21.91,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
203,1,5,NULL,1,203,010.000.1941.00,236.23,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
204,1,4,NULL,1,204,010.000.4485.00,86.54,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
205,1,4,NULL,1,205,010.000.5319.00,359.87,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
206,1,5,NULL,1,206,010.000.3622.00,4.37,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
207,1,4,NULL,1,207,010.000.3623.00,2.68,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
208,1,4,NULL,1,208,010.000.2501.00,3.44,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
209,1,4,NULL,1,209,010.000.4242.00,75.04,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
210,1,4,NULL,1,210,010.000.2154.00,88.87,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
211,1,4,NULL,1,211,010.000.4224.00,116.09,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
212,1,4,NULL,1,212,010.000.0611.00,220.28,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
213,1,6,NULL,1,213,040.000.1544.00,491.45,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
214,1,4,NULL,1,214,010.000.1971.00,23.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
215,1,4,NULL,1,215,010.000.1972.00,32.14,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
216,1,5,NULL,1,216,010.000.5104.00,986.02,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
217,1,5,NULL,1,217,010.000.2156.00,233.49,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
218,1,4,NULL,1,218,010.000.2304.00,8.67,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
219,1,4,NULL,1,219,010.000.2304.01,13.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
220,1,4,NULL,1,220,010.000.2403.00,23.13,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
221,1,5,NULL,1,221,010.000.1489.00,427.55,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
222,1,5,NULL,1,222,010.000.1508.00,195.51,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
223,1,4,NULL,1,223,010.000.2405.00,117.15,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
224,1,4,NULL,1,224,010.000.4036.00,24.79,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
225,1,6,NULL,1,225,040.000.0243.00,159.30,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
226,1,4,NULL,1,226,010.000.3510.00,1149.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
227,1,5,NULL,1,227,010.000.4024.05,157.22,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
228,1,5,NULL,1,228,020.000.3847.00,204.69,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
229,1,5,NULL,1,229,020.000.3848.00,1280.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
230,1,5,NULL,1,230,020.000.3850.00,2100.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
231,1,5,NULL,1,231,020.000.3849.00,1540.00,root,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
