clave,tipo,generico_id,es_causes,es_unidosis,tiene_fecha_caducidad,descontinuado,descripcion,created_at,updated_at,deleted_at
010.000.0865.00,ME,1689,1,0,1,0,"PERMETRINA Solución 1 g Envase con 110 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0871.00,ME,1689,1,1,1,0,"ALIBOUR Polvo Sulfato de cobre 177 mg/g Sulfato de zinc619.5 mg/g alcanfor 26.5 mg/g 12 sobres con 2.2 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0872.00,ME,1689,1,0,1,0,"CLIOQUINOL Crema 30 mg/g Envase con 20 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0891.00,ME,1689,1,0,1,0,"MICONAZOL Crema 20 mg/ 1 g Envase con 20 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0901.00,ME,1689,1,0,1,0,"PODOFILINA Solución dérmica 250 mg/ml Envase con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0904.00,ME,1689,1,0,1,0,"ÁCIDO RETINOICO Crema 0.05 g/ 100 g Envase con 20 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.0906.00,ME,1689,1,1,1,0,"DAPSONA Tableta 100 mg 1000 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1006.00,ME,1689,1,1,1,0,"CALCIO Comprimido efervescente 500 mg 12 comprimidos","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1007.00,ME,1689,1,1,1,0,"LEVOTIROXINA Tableta 100 microgramo 100 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1022.00,ME,1689,1,1,1,0,"TIAMAZOL Tableta 5 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1042.00,ME,1689,1,1,1,0,"GLIBENCLAMIDA Tableta 5 mg 50 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1050.00,ME,1689,1,0,1,0,"INSULINA HUMANA Suspensión inyectable 100 UI/ml Un frasco ámpula con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1050.01,ME,1689,1,0,1,0,"INSULINA HUMANA ACCION INTERMEDIA NPH SUSPENSION INYECTABLE ACCION INTERMEDIA NPH CADA ML CONTIENE: INSULINA HUMANA ISOFANA (ORIGEN ADN RECOMBINANTE) 100 UI O INSULINA ZINC ISOFANA HUMANA (ORIGEN ADN RECOMBINANTE) 100 UI ENVASE CON UN FRASCO AMPULA CON 10","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1051.00,ME,1689,1,0,1,0,"INSULINA HUMANA Solución inyectable 100 UI/ml Un frasco ámpula con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1051.01,ME,1689,1,0,1,0,"INSULINA HUMANA Solución inyectable 100 UI/ml Un frasco ámpula con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1093.00,ME,1689,1,1,1,0,"DANAZOL Cápsula o comprimido 100 mg 50 cápsulas o comprimidos","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1095.00,ME,1689,1,1,1,0,"CALCITRIOL Cápsula de gelatina blanda 0.25 microgramo 50 cápsulas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1096.00,ME,1689,1,1,1,0,"BROMOCRIPTINA Tableta 2.5 mg 14 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1098.00,ME,1689,1,0,1,0,"VITAMINAS A, C Y D Solución Palmitato de retinol 7000-9000 UI, Ac.ascórbico 80-125 mg, Colecalciferol 1400- 1800 UI en un ml. Envase con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1206.00,ME,1689,1,1,1,0,"BUTILHIOSCINAO HIOSCINA Gragea o tableta 10 mg 10 grageas o tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1207.00,ME,1689,1,1,1,0,"BUTILHIOSCINAO HIOSCINA Solución inyectable 20 mg/ ml 3 Ampolletas con 1.0 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1209.00,ME,1689,0,1,1,0,"CISAPRIDA TABLETA CADA TABLETA CONTIENE: CISAPRIDA 5 MG .","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1210.01,ME,1689,0,1,1,0,"PINAVERIO, BROMURO DE 100 MG, TABLETA, ENVASE CON 28 TABLETAS.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1223.00,ME,1689,1,1,1,0,"ALUMINIO Y MAGNESIO Tableta masticable Al 200 mg 200 ó 447.3mg 50 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1224.00,ME,1689,1,0,1,0,"ALUMINIO Y MAGNESIO Suspensión oral Al 3.7mg 4 g ó 8.9g/ 100 ml Envase con 240 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1233.00,ME,1689,1,1,1,0,"RANITIDINA Gragea o tableta 150 mg 20 grageas o tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1234.00,ME,1689,1,1,1,0,"RANITIDINA Solución inyectable 50 mg 5 ampolletas con 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1234.01,ME,1689,1,1,1,0,"RANITIDINA Solución inyectable 50 mg 5 ampolletas con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1241.00,ME,1689,1,1,1,0,"METOCLOPRAMIDA Solución inyectable 10 mg/2 ml 6 ampolletas con 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1242.00,ME,1689,1,1,1,0,"METOCLOPRAMIDA Tableta 10 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1243.00,ME,1689,1,0,1,0,"METOCLOPRAMIDA Solución 4 mg/ml Frasco gotero con 20 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1244.00,ME,1689,0,0,1,0,"MESALAZINA SUSPENSIÓN RECTAL 6.667 G/100 ML. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1263.00,ME,1689,1,0,1,0,"BISMUTO Suspensión oral 1.750 g/ 100 ml Envase con 240 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1270.00,ME,1689,1,0,1,0,"SENÓSIDOS A-B Solución oral 200 mg/100 ml Envase con 75 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1271.00,ME,1689,1,0,1,0,"PLÁNTAGO PSYLLIUM Polvo 49.7 g/100 g Envase con 400 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1272.00,ME,1689,1,1,1,0,"SENÓSIDOS A-B Tableta 8.6 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1308.00,ME,1689,1,1,1,0,"METRONIDAZOL Tableta 500 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1308.01,ME,1689,1,1,1,0,"METRONIDAZOL Tableta 500 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1309.00,ME,1689,1,1,1,0,"METRONIDAZOL Solución inyectable 200 mg/ 10 ml 2 ampolletas ó frascos ámpula con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1310.00,ME,1689,1,0,1,0,"METRONIDAZOL Suspensión 250 mg/ 5 ml Envase con 120 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1311.00,ME,1689,1,0,1,0,"METRONIDAZOL Solución inyectable 500 mg/100 ml Envase con 100 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1314.00,ME,1689,0,0,1,0,"QUINFAMIDA TABLETA 300 MG","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1344.00,ME,1689,1,1,1,0,"ALBENDAZOL Tableta 200 mg 2 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1345.00,ME,1689,1,0,1,0,"ALBENDAZOL Suspensión oral 400 mg/20 ml Envase con 20 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1347.00,ME,1689,1,1,1,0,"ALBENDAZOL Tableta 200 mg 100 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1363.00,ME,1689,0,0,1,0,"LIDOCAÍNA – HIDROCORTISONA Ungüento 50 mg/2.5 mg/1 g Envase con 20 g y aplicador","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1363.00-DUP,ME,1689,1,0,1,0,"LIDOCAÍNA –  HIDROCORTISONA Ungüento 50 mg/2.5 mg/1 g Envase con 20 g y aplicador","2018-02-01 11:48:55","2018-02-01 11:48:55","2017-05-29 13:41:52"
010.000.1364.00,ME,1689,1,1,1,0,"LIDOCAÍNA – HIDROCORTISONA Supositorio 60 mg/5 mg 6 supositorios","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1489.00,ME,1689,1,0,1,0,"ESTRÓGENOS CONJUGADOS Gragea o tableta 0.625 mg 42 grageas o tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1501.00,ME,1689,0,0,1,0,"ESTROGENOS CONJUGADOS ORIGEN NATURAL, GRAGEAS DE .625 MG","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.1508.00,ME,1689,1,0,1,0,"ESTRÓGENOS CONJUGADOS Y MEDROXIPROGESTERO Gragea 0.625 mg/2.5 mg 28 grageas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
