id,insumo_medico_clave,nombre_generico_especifico,cantidad_x_envase,unidad_medida_id,funcion,created_at,updated_at,deleted_at
120,060.167.6661,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
121,060.167.6935,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
122,060.167.8089,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
123,060.167.8121,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
124,060.167.8139,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
125,060.167.8147,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
126,060.167.8154,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
127,060.167.8220,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
128,060.167.8238,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
129,060.167.8725,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
130,060.168.0077,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
131,060.168.0085,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
132,060.168.0440,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
133,060.168.0945,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
134,060.168.1356,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
135,060.168.1455,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
136,060.168.1752,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
137,060.168.2214,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
138,060.168.2446,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
139,060.168.2453,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
140,060.168.2495,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
141,060.168.2511,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
142,060.168.2529,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
143,060.168.2537,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
144,060.168.2552,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
145,060.168.2560,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
146,060.168.2578,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
147,060.168.2594,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
148,060.168.3311,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
149,060.168.3394,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
150,060.168.4186,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
151,060.168.4277,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
152,060.168.4418,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
153,060.168.5340,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
154,060.168.5365,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
155,060.168.5381,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
156,060.168.5399,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
157,060.168.5407,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
158,060.168.5456,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
159,060.168.6413,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
160,060.168.6439,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
161,060.168.6454,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
162,060.168.6512,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
163,060.168.6595,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
164,060.168.6603,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
165,060.168.6611,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
166,060.168.6629,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
167,060.168.6637,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
168,060.168.6645,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
169,060.168.6652,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
170,060.168.6660,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
171,060.168.6678,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
172,060.168.6686,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
173,060.168.8138,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
174,060.168.8146,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
175,060.168.8161,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
176,060.168.8211,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
177,060.168.8237,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
178,060.168.8245,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
179,060.168.8302,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
180,060.168.8310,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
181,060.168.8328,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
182,060.168.9243,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
183,060.168.9268,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
184,060.168.9375,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
185,060.168.9417,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
186,060.168.9425,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
187,060.168.9433,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
188,060.168.9441,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
189,060.168.9482,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
190,060.168.9599,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
191,060.168.9607,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
192,060.168.9615,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
193,060.168.9623,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
194,060.168.9631,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
195,060.168.9649,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
196,060.168.9656,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
197,060.168.9664,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
198,060.168.9672,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
199,060.168.9730,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
200,060.168.9748,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
201,060.168.9755,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
202,060.168.9763,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
203,060.168.9771,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
204,060.168.9789,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
205,060.168.9797,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
206,060.168.9805,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
207,060.168.9813,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
208,060.168.9821,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
209,060.168.9870,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
210,060.168.9896,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
211,060.168.9904,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
212,060.182.0178,NULL,1.00,51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
213,060.182.0186,NULL,1.00,61,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
214,060.182.0194,NULL,1.00,51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
215,060.182.0228,NULL,1.00,51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
216,060.182.1440,NULL,1.00,49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
217,060.189.0049,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
218,060.189.0056,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
219,060.203.0108,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
220,060.203.0207,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
221,060.203.0298,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
222,060.203.0306,NULL,24.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
223,060.203.0363,NULL,6.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
224,060.203.0397,NULL,12.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
225,060.203.0405,NULL,4.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
226,060.203.0439,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
227,060.203.0553,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
228,060.203.0561,NULL,6.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
229,060.231.0104,NULL,6.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
230,060.231.0583,NULL,1.00,64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
231,060.231.0591,NULL,1.00,64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
232,060.231.0609,NULL,1.00,64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
233,060.231.0617,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
234,060.231.0625,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
235,060.231.0633,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
236,060.231.0641,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
237,060.231.0658,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
238,060.231.0666,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
239,060.231.0674,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
240,060.233.0011,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
241,060.233.0037,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
242,060.233.0052,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
243,060.233.0235,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
244,060.314.0054,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
245,060.314.0062,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
246,060.345.0115,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
247,060.345.0149,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
248,060.345.0305,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
249,060.345.0503,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
250,060.345.1360,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
251,060.345.1378,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
252,060.345.1386,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
253,060.345.1394,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
254,060.345.1865,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
255,060.345.1873,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
256,060.345.2012,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
