id,precio_base_id,insumo_medico_clave,es_causes,precio,usuario_id,created_at,updated_at,deleted_at
76,1,010.000.0622.00,1,1829.57,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
77,1,010.000.0623.00,1,28.63,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
78,1,010.000.0624.00,1,16.27,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
79,1,010.000.0624.01,1,24.41,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
80,1,010.000.0641.00,1,249.71,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
81,1,010.000.0655.00,1,10.73,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
82,1,010.000.0657.00,1,10.24,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
83,1,010.000.0801.00,1,16.65,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
84,1,010.000.0801.01,1,33.3,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
85,1,010.000.0804.00,1,6.77,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
86,1,010.000.0811.00,0,7.35,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
87,1,010.000.0813.00,1,21.79,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
88,1,010.000.0822.00,1,20.18,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
89,1,010.000.0822.01,1,33.64,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
90,1,010.000.0822.02,1,40.37,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
91,1,010.000.0831.00,1,30.86,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
92,1,010.000.0861.00,1,15.99,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
93,1,010.000.0865.00,1,99.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
94,1,010.000.0871.00,1,18.58,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
95,1,010.000.0872.00,1,5.67,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
96,1,010.000.0891.00,1,6.18,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
97,1,010.000.0901.00,1,133.09,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
98,1,010.000.0904.00,1,7.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
99,1,010.000.0906.00,1,2880,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
100,1,010.000.1006.00,1,20.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
101,1,010.000.1007.00,1,20.86,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
102,1,010.000.1022.00,1,17.5,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
103,1,010.000.1042.00,1,3.39,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
104,1,010.000.1050.00,1,17.92,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
105,1,010.000.1050.01,1,35.83,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
106,1,010.000.1051.00,1,31.28,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
107,1,010.000.1051.01,1,28.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
108,1,010.000.1093.00,1,100.56,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
109,1,010.000.1095.00,1,14.13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
110,1,010.000.1096.00,1,16.26,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
111,1,010.000.1098.00,1,11.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
112,1,010.000.1206.00,1,17.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
113,1,010.000.1207.00,1,17.93,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
114,1,010.000.1209.00,0,16.63,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
115,1,010.000.1210.01,0,463.77,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
116,1,010.000.1223.00,1,19.78,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
117,1,010.000.1224.00,1,9.17,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
118,1,010.000.1233.00,1,3.27,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
119,1,010.000.1234.00,1,6.14,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
120,1,010.000.1234.01,1,11.56,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
121,1,010.000.1241.00,1,6.69,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
122,1,010.000.1242.00,1,2.52,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
123,1,010.000.1243.00,1,6.65,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
124,1,010.000.1244.00,0,2255.94,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
125,1,010.000.1263.00,1,20.58,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
126,1,010.000.1270.00,1,73.25,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
127,1,010.000.1271.00,1,40.7,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
128,1,010.000.1272.00,1,5.89,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
129,1,010.000.1308.00,1,5.54,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
130,1,010.000.1308.01,1,8.31,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
131,1,010.000.1309.00,1,23.97,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
132,1,010.000.1310.00,1,5.97,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
133,1,010.000.1311.00,1,8.29,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
134,1,010.000.1314.00,0,59.05,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
135,1,010.000.1344.00,1,2.16,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
136,1,010.000.1345.00,1,2.78,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
137,1,010.000.1347.00,1,108,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
138,1,010.000.1363.00,0,16.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
139,1,010.000.1364.00,1,22.18,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
140,1,010.000.1489.00,1,427.55,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
141,1,010.000.1501.00,0,146.47,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
142,1,010.000.1508.00,1,195.51,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
143,1,010.000.1521.00,0,139.87,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
144,1,010.000.1541.00,1,360,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
145,1,010.000.1542.00,1,129.92,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
146,1,010.000.1545.00,0,912.58,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
147,1,010.000.1546.00,0,4801.07,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
148,1,010.000.1551.00,1,25.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
149,1,010.000.1552.00,1,51.37,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
150,1,010.000.1561.00,1,4.59,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
151,1,010.000.1562.00,1,9.8,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
152,1,010.000.1566.00,1,5.24,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
153,1,010.000.1591.00,1,1672.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
154,1,010.000.1700.00,1,5.81,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
155,1,010.000.1701.00,1,2.17,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
156,1,010.000.1702.00,1,3.82,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
157,1,010.000.1703.00,1,2.17,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
158,1,010.000.1704.00,1,15.2,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
159,1,010.000.1705.00,0,35.88,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
160,1,010.000.1706.00,1,3.49,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
161,1,010.000.1706.01,1,16.05,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
162,1,010.000.1707.00,0,95.86,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
163,1,010.000.1708.00,1,2.91,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
164,1,010.000.1711.00,1,3.26,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
165,1,010.000.1712.00,0,339.09,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
166,1,010.000.1732.00,1,15.19,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
167,1,010.000.1732.01,1,25.32,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
168,1,010.000.1753.00,0,347,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
169,1,010.000.1759.00,1,56.91,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
170,1,010.000.1760.00,1,75.59,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
171,1,010.000.1761.00,0,1495.5,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
172,1,010.000.1765.00,0,237.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
173,1,010.000.1766.00,0,4869,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
174,1,010.000.1767.00,0,750,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
175,1,010.000.1768.00,0,54.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
176,1,010.000.1774.00,0,512.64,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
177,1,010.000.1775.00,0,219.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
178,1,010.000.1776.00,1,218.39,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
179,1,010.000.1903.00,1,6.72,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
180,1,010.000.1904.00,1,8.14,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
181,1,010.000.1911.00,1,46.09,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
182,1,010.000.1921.00,1,6.06,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
183,1,010.000.1923.00,1,2.64,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
184,1,010.000.1924.00,1,4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
185,1,010.000.1925.00,1,5.25,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
186,1,010.000.1926.00,1,17.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
187,1,010.000.1927.00,1,7.58,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
188,1,010.000.1928.00,1,6.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
189,1,010.000.1929.00,1,12.78,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
190,1,010.000.1930.00,1,6.03,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
191,1,010.000.1931.00,1,3.77,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
192,1,010.000.1933.00,1,13.71,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
193,1,010.000.1935.00,1,13.42,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
194,1,010.000.1937.00,1,8.92,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
195,1,010.000.1938.00,1,6.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
196,1,010.000.1939.00,1,19.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
197,1,010.000.1940.00,1,21.91,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
198,1,010.000.1941.00,1,236.23,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
199,1,010.000.1951.00,1,54.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
200,1,010.000.1954.00,1,2.7,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
201,1,010.000.1955.00,1,4.43,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
202,1,010.000.1956.00,1,3.82,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
203,1,010.000.1956.01,1,7.64,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
204,1,010.000.1957.00,1,2.84,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
205,1,010.000.1957.01,1,5.68,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
206,1,010.000.1969.01,1,27.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
207,1,010.000.1971.00,1,23,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
208,1,010.000.1972.00,1,32.14,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
209,1,010.000.1973.00,1,5.26,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
210,1,010.000.1976.00,1,232.65,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
211,1,010.000.1981.00,1,3.39,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
212,1,010.000.1991.00,1,24.3,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
213,1,010.000.2012.00,1,192,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
214,1,010.000.2016.00,1,6.6,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
215,1,010.000.2018.00,1,23,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
216,1,010.000.2024.00,1,16,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
217,1,010.000.2030.00,1,484.25,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
218,1,010.000.2031.00,1,45.98,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
219,1,010.000.2032.00,1,28.09,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
220,1,010.000.2040.00,1,923.47,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
221,1,010.000.2101.00,1,252.58,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
222,1,010.000.2111.01,1,8.71,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
223,1,010.000.2114.00,0,60.86,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
224,1,010.000.2116.00,1,423.07,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
225,1,010.000.2119.00,1,62.39,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
226,1,010.000.2123.00,0,354.13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
227,1,010.000.2126.00,1,31.47,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
228,1,010.000.2127.00,1,10.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
229,1,010.000.2128.00,1,9.13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
230,1,010.000.2128.01,1,11.41,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
231,1,010.000.2129.00,1,10.74,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
232,1,010.000.2130.00,1,113.91,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
233,1,010.000.2132.00,1,17.2,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
234,1,010.000.2133.00,1,26.84,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
235,1,010.000.2135.00,0,36.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
236,1,010.000.2136.00,1,5.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
237,1,010.000.2138.00,1,49.42,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
238,1,010.000.2141.00,1,33.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
239,1,010.000.2142.00,1,57.94,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
240,1,010.000.2144.00,1,4.06,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
241,1,010.000.2145.00,1,4.98,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
242,1,010.000.2146.00,1,91.57,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
243,1,010.000.2150.00,0,131.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
244,1,010.000.2151.00,1,31.39,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
245,1,010.000.2152.00,1,326.72,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
246,1,010.000.2154.00,1,88.87,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
247,1,010.000.2155.00,1,97,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
248,1,010.000.2155.01,1,485,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
249,1,010.000.2156.00,1,233.49,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
250,1,010.000.2162.00,1,40.27,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
251,1,010.000.2162.01,1,21.52,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
252,1,010.000.2168.00,0,986.74,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
253,1,010.000.2172.00,1,47.99,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
254,1,010.000.2175.00,1,29.3,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
255,1,010.000.2185.00,1,67.05,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
256,1,010.000.2186.00,1,80.84,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
257,1,010.000.2187.00,1,71.5,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
258,1,010.000.2188.00,1,100.26,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
259,1,010.000.2189.00,1,2.78,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
260,1,010.000.2190.00,0,297.8,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
261,1,010.000.2190.01,1,209.13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
262,1,010.000.2191.00,1,22.98,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
263,1,010.000.2192.00,0,710,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
264,1,010.000.2195.00,0,73.25,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
265,1,010.000.2196.00,1,41.51,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
266,1,010.000.2208.00,1,1730.35,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
267,1,010.000.2210.00,1,7.94,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
268,1,010.000.2230.00,1,22.22,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
269,1,010.000.2230.01,1,29.63,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
270,1,010.000.2242.00,1,4250.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
271,1,010.000.2247.00,1,17.1,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
272,1,010.000.2248.00,1,249.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
