clave,tipo,generico_id,es_causes,es_unidosis,tiene_fecha_caducidad,descripcion,created_at,updated_at,deleted_at
010.000.0593.00,ME,1689,1,0,1,"ISOSORBIDA Tableta 10 mg 20 tabletas",NULL,NULL,NULL
010.000.0596.00,ME,1689,1,0,1,"VERAPAMILO Gragea o  tableta  recubierta 80 mg 20 grageas o tabletas  recubiertas",NULL,NULL,NULL
010.000.0597.00,ME,1689,1,0,1,"NIFEDIPINO Cápsula de  gelatina  blanda 10 mg 20 cápsulas",NULL,NULL,NULL
010.000.0598.00,ME,1689,1,0,1,"VERAPAMILO Solución inyectable 5 mg/2 ml Ampolleta con 2 ml",NULL,NULL,NULL
010.000.0599.00,ME,1689,1,0,1,"NIFEDIPINO Comprimido de liberación prolongada 30 mg 30 comprimidos",NULL,NULL,NULL
010.000.0611.00,ME,1689,1,0,1,"EPINEFRINA Solución  inyectable 1 mg (1:1 000) 50 ampolletas de 1.0 ml",NULL,NULL,NULL
010.000.0612.00,ME,1689,0,0,1,"NOREPINEFRINA. SOLUCION INYECTABLE. CADA AMPOLLETA CONTIENE: BITARTRATO DE NOREPINEFRINA EQUIVALENTE A 4 MG DE NOREPINEFRINA. ENVASE CON 50 AMPOLLETAS DE 4ML.",NULL,NULL,NULL
010.000.0614.00,ME,1689,1,0,1,"DOPAMINA Solución  inyectable 200 mg/ 5 ml 5 ampolletas con 5 ml",NULL,NULL,NULL
010.000.0615.00,ME,1689,1,0,1,"DOBUTAMINA Solución  inyectable 250 mg 5 ampolletas con 5 ml  cada una o un frasco  ámpula con 20 ml",NULL,NULL,NULL
010.000.0621.00,ME,1689,1,0,1,"HEPARINA Solución  inyectable 10 000 UI/ 10 ml (1000 UI/ ml) 50 frascos  ámpula con 10 ml",NULL,NULL,NULL
010.000.0622.00,ME,1689,1,0,1,"HEPARINA Solución  inyectable 25 000 UI/ 5 ml (5000 UI/ ml) 50 frascos  ámpula con 5 ml",NULL,NULL,NULL
010.000.0623.00,ME,1689,1,0,1,"WARFARINA Tableta 5 mg 25 Tabletas",NULL,NULL,NULL
010.000.0624.00,ME,1689,1,0,1,"ACENOCUMAROL Tableta 4 mg 20 tabletas",NULL,NULL,NULL
010.000.0624.01,ME,1689,1,0,1,"ACENOCUMAROL Tableta 4 mg 30 tabletas",NULL,NULL,NULL
010.000.0641.00,ME,1689,1,0,1,"DEXTRÁN Solución inyectable al 10% Dextrán (40 000) 10 g/100 ml glucosa 5 g/100 ml 500 ml",NULL,NULL,NULL
010.000.0655.00,ME,1689,1,0,1,"BEZAFIBRATO Tableta 200 mg 30 tabletas",NULL,NULL,NULL
010.000.0657.00,ME,1689,1,0,1,"PRAVASTATINA Tableta 10 mg 30 tabletas",NULL,NULL,NULL
010.000.0801.00,ME,1689,1,0,1,"BAÑO COLOIDE Polvo Harina de soya  965 mg/g  Polividona  20 mg/g Un sobre con 90 g",NULL,NULL,NULL
010.000.0801.01,ME,1689,1,0,1,"BAÑO COLOIDE Polvo Harina de soya  965 mg/g  Polividona  20 mg/g Dos sobres con 90 g",NULL,NULL,NULL
010.000.0804.00,ME,1689,1,0,1,"ÓXIDO DE ZINC Pasta 25 g/100 g Envase con 30 g",NULL,NULL,NULL
010.000.0811.00,ME,1689,0,0,1,"FLUOCINOLONA ACETONIDO DE CREMA 0.1 MG/G",NULL,NULL,NULL
010.000.0813.00,ME,1689,1,0,1,"HIDROCORTISONA Crema 1 mg/g Envase con 15 g",NULL,NULL,NULL
010.000.0822.00,ME,1689,1,0,1,"BENZOILO Loción dérmica o  gel dérmico 5 g/100 ml  o 5 g/ 100 g Envase con 30 ml",NULL,NULL,NULL
010.000.0822.01,ME,1689,1,0,1,"BENZOILO Loción dérmica o  gel dérmico 5 g/100 ml  o 5 g/ 100 g Envase con 50 ml",NULL,NULL,NULL
010.000.0822.02,ME,1689,1,0,1,"BENZOILO Loción dérmica o  gel dérmico 5 g/100 ml  o 5 g/ 100 g Envase con 60 ml",NULL,NULL,NULL
010.000.0831.00,ME,1689,1,0,1,"ALANTOÍNA Y ALQUITRÁN DE HULLA Suspensión dérmica 20 mg/ml y 9.4 mg/ ml Envase con 120 ml",NULL,NULL,NULL
010.000.0861.00,ME,1689,1,0,1,"BENCILO Emulsión  dérmica 300 mg/ml Envase con 120 ml",NULL,NULL,NULL
010.000.0865.00,ME,1689,1,0,1,"PERMETRINA Solución 1 g Envase con 110 ml",NULL,NULL,NULL
010.000.0871.00,ME,1689,1,0,1,"ALIBOUR Polvo Sulfato de  cobre  177 mg/g  Sulfato de  zinc619.5 mg/g  alcanfor 26.5 mg/g 12 sobres con 2.2 g",NULL,NULL,NULL
010.000.0872.00,ME,1689,1,0,1,"CLIOQUINOL Crema 30 mg/g Envase con 20 g",NULL,NULL,NULL
010.000.0891.00,ME,1689,1,0,1,"MICONAZOL Crema 20 mg/ 1 g Envase con 20 g",NULL,NULL,NULL
010.000.0901.00,ME,1689,1,0,1,"PODOFILINA Solución  dérmica 250 mg/ml Envase con 5 ml",NULL,NULL,NULL
010.000.0904.00,ME,1689,1,0,1,"ÁCIDO RETINOICO Crema 0.05 g/ 100 g Envase con 20 g",NULL,NULL,NULL
010.000.0906.00,ME,1689,1,0,1,"DAPSONA Tableta 100 mg 1000 tabletas",NULL,NULL,NULL
010.000.1006.00,ME,1689,1,0,1,"CALCIO Comprimido  efervescente 500 mg 12 comprimidos",NULL,NULL,NULL
010.000.1007.00,ME,1689,1,0,1,"LEVOTIROXINA Tableta 100 microgramo 100 tabletas",NULL,NULL,NULL
010.000.1022.00,ME,1689,1,0,1,"TIAMAZOL Tableta 5 mg 20 tabletas",NULL,NULL,NULL
010.000.1042.00,ME,1689,1,0,1,"GLIBENCLAMIDA Tableta 5 mg 50 tabletas",NULL,NULL,NULL
010.000.1050.00,ME,1689,1,0,1,"INSULINA HUMANA Suspensión  inyectable 100 UI/ml Un frasco ámpula con 5 ml",NULL,NULL,NULL
010.000.1050.01,ME,1689,1,0,1,"INSULINA HUMANA ACCION INTERMEDIA NPH SUSPENSION INYECTABLE ACCION INTERMEDIA NPH CADA ML CONTIENE: INSULINA HUMANA ISOFANA (ORIGEN ADN RECOMBINANTE) 100 UI O INSULINA ZINC ISOFANA HUMANA (ORIGEN ADN RECOMBINANTE) 100 UI ENVASE CON UN FRASCO AMPULA CON 10",NULL,NULL,NULL
010.000.1051.00,ME,1689,1,0,1,"INSULINA HUMANA Solución inyectable 100 UI/ml Un frasco ámpula con 5 ml",NULL,NULL,NULL
010.000.1051.01,ME,1689,1,0,1,"INSULINA HUMANA Solución inyectable 100 UI/ml Un frasco ámpula con 10 ml",NULL,NULL,NULL
010.000.1093.00,ME,1689,1,0,1,"DANAZOL Cápsula o  comprimido 100 mg 50 cápsulas o comprimidos",NULL,NULL,NULL
010.000.1095.00,ME,1689,1,0,1,"CALCITRIOL Cápsula de  gelatina blanda 0.25 microgramo 50 cápsulas",NULL,NULL,NULL
010.000.1096.00,ME,1689,1,0,1,"BROMOCRIPTINA Tableta 2.5 mg 14 tabletas",NULL,NULL,NULL
010.000.1098.00,ME,1689,1,0,1,"VITAMINAS A, C Y D Solución Palmitato de retinol  7000-9000 UI, Ac.ascórbico 80-125 mg, Colecalciferol  1400- 1800 UI en un ml. Envase con 15 ml",NULL,NULL,NULL
010.000.1206.00,ME,1689,1,0,1,"BUTILHIOSCINAO  HIOSCINA Gragea o tableta 10 mg 10 grageas o tabletas",NULL,NULL,NULL
010.000.1207.00,ME,1689,1,0,1,"BUTILHIOSCINAO  HIOSCINA Solución inyectable 20 mg/ ml 3 Ampolletas con 1.0 ml",NULL,NULL,NULL
010.000.1209.00,ME,1689,0,0,1,"CISAPRIDA TABLETA CADA TABLETA CONTIENE: CISAPRIDA 5 MG .",NULL,NULL,NULL
010.000.1210.01,ME,1689,0,0,1,"PINAVERIO, BROMURO DE 100 MG, TABLETA, ENVASE CON 28 TABLETAS.",NULL,NULL,NULL
010.000.1223.00,ME,1689,1,0,1,"ALUMINIO Y MAGNESIO Tableta  masticable Al 200 mg 200 ó  447.3mg 50 tabletas",NULL,NULL,NULL
010.000.1224.00,ME,1689,1,0,1,"ALUMINIO Y MAGNESIO Suspensión  oral Al 3.7mg 4 g ó  8.9g/ 100 ml Envase con 240 ml",NULL,NULL,NULL
010.000.1233.00,ME,1689,1,0,1,"RANITIDINA Gragea o  tableta 150 mg 20 grageas o tabletas",NULL,NULL,NULL
010.000.1234.00,ME,1689,1,0,1,"RANITIDINA Solución inyectable 50 mg 5 ampolletas con 2 ml",NULL,NULL,NULL
010.000.1234.01,ME,1689,1,0,1,"RANITIDINA Solución  inyectable 50 mg 5 ampolletas con 5 ml",NULL,NULL,NULL
010.000.1241.00,ME,1689,1,0,1,"METOCLOPRAMIDA Solución  inyectable 10 mg/2 ml 6 ampolletas con 2 ml",NULL,NULL,NULL
010.000.1242.00,ME,1689,1,0,1,"METOCLOPRAMIDA Tableta 10 mg 20 tabletas",NULL,NULL,NULL
010.000.1243.00,ME,1689,1,0,1,"METOCLOPRAMIDA Solución 4 mg/ml Frasco gotero con 20 ml",NULL,NULL,NULL
010.000.1244.00,ME,1689,0,0,1,"MESALAZINA SUSPENSIÓN RECTAL 6.667 G/100 ML. ",NULL,NULL,NULL
010.000.1263.00,ME,1689,1,0,1,"BISMUTO Suspensión oral 1.750 g/ 100 ml Envase con 240 ml",NULL,NULL,NULL
010.000.1270.00,ME,1689,1,0,1,"SENÓSIDOS A-B Solución  oral 200 mg/100 ml Envase con 75 ml",NULL,NULL,NULL
010.000.1271.00,ME,1689,1,0,1,"PLÁNTAGO PSYLLIUM Polvo 49.7 g/100 g Envase con 400 g",NULL,NULL,NULL
010.000.1272.00,ME,1689,1,0,1,"SENÓSIDOS A-B Tableta 8.6 mg 20 tabletas",NULL,NULL,NULL
010.000.1308.00,ME,1689,1,0,1,"METRONIDAZOL Tableta 500 mg 20 tabletas",NULL,NULL,NULL
010.000.1308.01,ME,1689,1,0,1,"METRONIDAZOL Tableta 500 mg 30 tabletas",NULL,NULL,NULL
010.000.1309.00,ME,1689,1,0,1,"METRONIDAZOL Solución inyectable 200 mg/ 10 ml 2 ampolletas ó  frascos ámpula  con 10 ml",NULL,NULL,NULL
010.000.1310.00,ME,1689,1,0,1,"METRONIDAZOL Suspensión 250 mg/ 5 ml Envase con 120 ml",NULL,NULL,NULL
010.000.1311.00,ME,1689,1,0,1,"METRONIDAZOL Solución  inyectable 500 mg/100 ml Envase con 100 ml",NULL,NULL,NULL
010.000.1314.00,ME,1689,0,0,1,"QUINFAMIDA TABLETA 300 MG",NULL,NULL,NULL
010.000.1344.00,ME,1689,1,0,1,"ALBENDAZOL Tableta 200 mg 2 tabletas",NULL,NULL,NULL
010.000.1345.00,ME,1689,1,0,1,"ALBENDAZOL Suspensión  oral 400 mg/20 ml Envase con 20 ml",NULL,NULL,NULL
010.000.1347.00,ME,1689,1,0,1,"ALBENDAZOL Tableta 200 mg 100 tabletas",NULL,NULL,NULL
010.000.1363.00,ME,1689,1,0,1,"LIDOCAÍNA –  HIDROCORTISONA Ungüento 50 mg/2.5 mg/1 g Envase con 20 g y aplicador",NULL,NULL,NULL
010.000.1364.00,ME,1689,1,0,1,"LIDOCAÍNA –  HIDROCORTISONA Supositorio 60 mg/5 mg 6 supositorios",NULL,NULL,NULL
010.000.1489.00,ME,1689,1,0,1,"ESTRÓGENOS CONJUGADOS Gragea o tableta 0.625 mg 42 grageas o tabletas",NULL,NULL,NULL
010.000.1501.00,ME,1689,0,0,1,"ESTROGENOS CONJUGADOS ORIGEN NATURAL, GRAGEAS DE .625 MG",NULL,NULL,NULL
010.000.1508.00,ME,1689,1,0,1,"ESTRÓGENOS CONJUGADOS Y MEDROXIPROGESTERO Gragea 0.625 mg/2.5 mg 28 grageas",NULL,NULL,NULL
010.000.1521.00,ME,1689,0,0,1,"CLORMADINONA TABLETA CADA TABLETA CONTIENE: ACETATO DE CLORMADINONA 2 MG. ",NULL,NULL,NULL
010.000.1541.00,ME,1689,1,0,1,"CARBETOCINA Solución  Inyectable 100 microgramo Ampolleta",NULL,NULL,NULL
010.000.1542.00,ME,1689,1,0,1,"OXITOCINA Solución  inyectable. 5 UI/ ml 50 ampolletas  con 1 ml",NULL,NULL,NULL
010.000.1545.00,ME,1689,0,0,1,"ATOSIBÁN DE 6.75 MG/0.9 ML, SOLUCIÓN  INYECTABLE, ENVASE CON 0.9 ML.",NULL,NULL,NULL
010.000.1546.00,ME,1689,0,0,1,"ATOSIBÁN DE 37.5 MG/5.0 ML, SOLUCIÓN  INYECTABLE, ENVASE CON 5.0 ML.",NULL,NULL,NULL
010.000.1551.00,ME,1689,1,0,1,"ORCIPRENALINA Solución  inyectable. 0.5 mg/ ml 3 ampolletas  con 1 ml",NULL,NULL,NULL
010.000.1552.00,ME,1689,1,0,1,"ORCIPRENALINA Tableta 20 mg 30 tabletas",NULL,NULL,NULL
010.000.1561.00,ME,1689,1,0,1,"METRONIDAZOL Óvulo o  tableta  vaginal 500 mg 10 óvulos o  tabletas  vaginales",NULL,NULL,NULL
010.000.1562.00,ME,1689,1,0,1,"NITROFURAL Óvulo 6 mg 6 óvulos",NULL,NULL,NULL
010.000.1566.00,ME,1689,1,0,1,"NISTATINA Óvulo o tableta  vaginal 100 000 UI 12 óvulos o tabletas  vaginales",NULL,NULL,NULL
010.000.1591.00,ME,1689,1,0,1,"INMUNOGLOBULINA  ANTI D Solución inyectable 0.300 mg Frasco ámpula con  o sin diluyente o  una jeringa o una  ampolleta",NULL,NULL,NULL
010.000.1700.00,ME,1689,1,0,1,"ÁCIDO FÓLICO Tableta 4 mg 90 tabletas",NULL,NULL,NULL
010.000.1701.00,ME,1689,1,0,1,"FUMARATO FERROSO Tableta 200 mg 50 tabletas",NULL,NULL,NULL
010.000.1702.00,ME,1689,1,0,1,"FUMARATO FERROSO Suspensión  oral 29 mg/ml Envase con 120 ml",NULL,NULL,NULL
010.000.1703.00,ME,1689,1,0,1,"SULFATO FERROSO Tableta 200 mg 30 tabletas",NULL,NULL,NULL
010.000.1704.00,ME,1689,1,0,1,"SULFATO FERROSO Solución 125 mg/ ml Envase gotero con  15 ml",NULL,NULL,NULL
010.000.1705.00,ME,1689,0,0,1,"HIERRO DEXTRÁN SOLUCIÓN INYECTABLE - 100 MG/2 ML - 3 AMPOLLETAS CON 2 ML",NULL,NULL,NULL
010.000.1706.00,ME,1689,1,0,1,"ÁCIDO FÓLICO Tableta 5 mg 20 tabletas",NULL,NULL,NULL
010.000.1706.01,ME,1689,1,0,1,"ÁCIDO FÓLICO Tableta 5 mg 92 tabletas",NULL,NULL,NULL
010.000.1707.00,ME,1689,0,0,1,"ACIDO FOLINICO. SOLUCION INYECTABLE. CADA AMPOLLETA O FRASCO AMPULA CONTIENE: FOLINATO CALCICO EQUIVALENTE A 3 MG DE ACIDO FOLINICO.  ENVASE CON 6 AMPOLLETAS O FRASCOS  AMPULA CON 1 ML.",NULL,NULL,NULL
010.000.1708.00,ME,1689,1,0,1,"HIDROXOCOBALAMINA Solución  inyectable 100 microgramo/  2 ml 3 ampolletas con 2 ml",NULL,NULL,NULL
010.000.1711.00,ME,1689,1,0,1,"ÁCIDO FÓLICO Tableta 0.4 mg 90 tabletas",NULL,NULL,NULL
010.000.1712.00,ME,1689,0,0,1,"HIERRO AMINOQUELADO Y ÁCIDO FÓLICO TABLETA - HIERRO ELEMENTAL 30 MG ÁCIDO FÓLICO 0.500 MG - 30 TABLETAS",NULL,NULL,NULL
010.000.1732.00,ME,1689,1,0,1,"FITOMENADIONA Solución o  Emulsión  inyectable 2 mg 3 ampolletas  con 0.2 ml",NULL,NULL,NULL
010.000.1732.01,ME,1689,1,0,1,"FITOMENADIONA Solución o  Emulsión inyectable 2 mg 5 ampolletas  con 0.2 ml",NULL,NULL,NULL
010.000.1753.00,ME,1689,0,0,1,"CICLOFOSFAMIDA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CICLOFOSFAMIDA MONOHIDRATADA EQUIVALENTE A 500 MG DE CICLOFOSFAMIDA. ENVASE CON 2 FRASCOS AMPULA.",NULL,NULL,NULL
010.000.1759.00,ME,1689,1,0,1,"METOTREXATO Tableta 2.5 mg 50 tabletas",NULL,NULL,NULL
010.000.1760.00,ME,1689,1,0,1,"METOTREXATO Solución  inyectable 50 mg Frasco ámpula",NULL,NULL,NULL
010.000.1761.00,ME,1689,0,0,1,"MERCAPTOPURINA. TABLETAS. CADA TABLETA CONTIENE: MERCAPTOPURINA 50 MG. ENVASE CON 25 TABLETAS.",NULL,NULL,NULL
010.000.1765.00,ME,1689,0,0,1,"DOXORUBICINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: CLORHIDRATO DE DOXORUBICINA 50 MG. ENVASE CON UN FRASCO AMPULA.",NULL,NULL,NULL
010.000.1766.00,ME,1689,0,0,1,"DOXORUBICINA. SUSPENSION INYECTABLE. CADA FRASCO AMPULA CONTIENE: CLORHIDRATO DE DOXORUBICINA LIPOSOMAL PEGILADA EQUIVALENTE A 20 MG DE DOXORUBICINA. ENVASE CON UN FRASCO AMPULA CON 10 ML (2 MG / ML).",NULL,NULL,NULL
010.000.1767.00,ME,1689,0,0,1,"BLEOMICINA. SOLUCION INYECTABLE. CADA AMPOLLETA CON LIOFILIZADO CONTIENE: SULFATO DE BLEOMICINA EQUIVALENTE A 15 U. I. DE BLEOMICINA. ENVASE CON UNA AMPOLLETA DE 5 ML.",NULL,NULL,NULL
010.000.1768.00,ME,1689,0,0,1,"VINCRISTINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: SULFATO DE VINCRISTINA 1 MG. ENVASE CON FRASCO AMPULA Y UNA AMPOLLETA CON 10 ML DE DILUYENTE.",NULL,NULL,NULL
